feedback_id,booking_id,customer_id,feedback_date,overall_satisfaction,seat_comfort,cabin_crew_service,food_quality,in_flight_entertainment,punctuality_score,nps_score,would_recommend
FB00009789,BK00009790,CUST000560,2023-01-20,4.8,3.7,3.1,3.2,3.7,4.7,7,0
FB00009791,BK00009792,CUST000560,2023-03-29,3.5,3.5,4.2,3.3,3.4,2.5,8,1
FB00009793,BK00009794,CUST000560,2023-11-26,3.8,4.7,3.9,3.3,3.8,4.2,10,1
FB00009795,BK00009796,CUST000560,2024-06-13,5,3.9,4.7,4.0,4.1,4.4,7,1
FB00009798,BK00009799,CUST000560,2022-02-19,3.7,3.2,2.3,2.9,2.6,2.6,4,0
FB00009799,BK00009800,CUST000560,2024-09-22,3.4,2.5,3.0,2.5,3.0,2.2,5,0
FB00009803,BK00009804,CUST000560,2024-08-22,5,4.3,4.9,3.9,3.5,4.6,7,1
FB00009804,BK00009805,CUST000560,2023-04-24,5,3.8,4.7,5,3.8,4.7,8,1
FB00009805,BK00009806,CUST000560,2022-01-07,5,3.8,3.8,3.7,3.8,4.3,8,1
FB00009812,BK00009813,CUST000560,2023-10-25,3.5,4.1,3.5,3.5,5,4.2,9,1
FB00009813,BK00009814,CUST000560,2024-11-23,4.5,3.2,4.8,4.3,4.2,4.9,9,1
FB00009816,BK00009817,CUST000560,2022-01-06,4.1,4.1,3.7,4.6,4.1,2.6,8,1
FB00009826,BK00009827,CUST000560,2023-10-14,3.0,3.6,3.9,2.4,3.9,2.2,8,0
FB00009830,BK00009831,CUST000560,2023-10-16,3.9,2.8,3.1,3.4,3.6,4.4,7,0
FB00009831,BK00009832,CUST000560,2024-05-31,4.2,4.2,4.4,4.1,3.8,4.7,10,1
FB00009837,BK00009838,CUST000560,2023-01-02,4.5,3.4,4.6,4.0,3.7,4.5,8,1
FB00009839,BK00009840,CUST000560,2023-04-08,4.0,3.5,4.1,4.0,2.7,3.9,9,1
FB00009842,BK00009843,CUST000560,2023-08-18,4.1,4.2,3.6,3.7,3.2,3.0,7,1
FB00009846,BK00009847,CUST000560,2024-02-26,4.1,3.6,4.6,3.7,3.7,4.5,7,1
FB00009847,BK00009848,CUST000560,2024-09-13,3.4,3.4,3.3,3.6,3.1,2.4,7,1
FB00009848,BK00009849,CUST000560,2022-06-13,4.0,4.4,4.9,4.6,4.2,4.5,8,1
FB00009853,BK00009854,CUST000561,2022-02-22,1.9,2.7,3.4,2.7,2.6,2.9,4,0
FB00009854,BK00009855,CUST000561,2022-04-15,3.6,3.2,3.3,3.7,3.2,4.5,7,0
FB00009857,BK00009858,CUST000561,2022-01-14,4.0,3.8,3.4,3.8,3.3,4.1,8,1
FB00009863,BK00009864,CUST000561,2024-05-09,4.8,3.8,5,4.4,4.6,5,9,1
FB00009865,BK00009866,CUST000561,2022-04-20,3.4,4.7,4.1,4.1,3.9,4.4,8,1
FB00009871,BK00009872,CUST000561,2023-02-17,2.5,3.0,3.7,2.4,3.1,2.5,3,0
FB00009878,BK00009879,CUST000561,2022-12-12,3.8,4.1,4.3,4.3,3.1,4.6,8,1
FB00009881,BK00009882,CUST000561,2024-12-14,4.1,3.5,4.2,3.8,4.3,4.0,7,1
FB00009882,BK00009883,CUST000561,2022-08-29,4.0,3.6,4.9,4.4,4.6,4.3,9,1
FB00009883,BK00009884,CUST000561,2022-04-28,3.2,3.6,3.1,3.8,3.8,2.8,6,1
FB00009885,BK00009886,CUST000561,2022-12-12,3.2,3.0,3.4,3.8,3.0,4.8,7,1
FB00009888,BK00009889,CUST000562,2022-03-01,3.0,2.8,2.5,2.4,3.0,2.2,4,0
FB00009891,BK00009892,CUST000562,2022-04-17,3.5,3.1,3.8,3.1,2.5,4.4,6,0
FB00009892,BK00009893,CUST000562,2024-06-17,3.3,2.7,2.5,3.3,3.2,4.6,6,0
FB00009896,BK00009897,CUST000563,2024-04-24,3.7,4.1,4.6,2.7,3.6,2.3,8,1
FB00009902,BK00009903,CUST000563,2022-04-01,3.5,3.8,3.9,2.0,3.3,4.6,5,0
FB00009904,BK00009905,CUST000563,2024-08-20,4.2,3.2,3.1,3.5,2.5,4.6,4,0
FB00009905,BK00009906,CUST000563,2023-02-01,4.9,4.6,4.5,4.9,3.5,4.7,7,1
FB00009915,BK00009916,CUST000564,2022-05-27,3.3,3.1,3.6,3.2,2.6,5,6,0
FB00009916,BK00009917,CUST000564,2024-03-07,3.2,3.4,2.6,4.0,2.4,4.4,7,0
FB00009918,BK00009919,CUST000564,2024-08-23,3.4,1.9,3.8,2.8,2.9,4.6,7,0
FB00009919,BK00009920,CUST000564,2022-01-09,3.7,3.2,3.2,3.4,3.4,4.4,8,0
FB00009922,BK00009923,CUST000564,2023-02-25,2.8,3.6,3.7,3.1,3.3,4.1,7,0
FB00009923,BK00009924,CUST000564,2023-04-24,4.2,4.3,4.2,3.7,4.0,4.2,9,1
FB00009925,BK00009926,CUST000564,2024-12-02,3.3,3.2,3.3,2.8,2.1,4.7,4,0
FB00009928,BK00009929,CUST000565,2022-03-20,2.8,2.8,3.5,2.8,2.3,2.2,4,0
FB00009929,BK00009930,CUST000565,2022-11-26,2.9,3.5,2.3,2.8,3.2,4.3,6,0
FB00009931,BK00009932,CUST000565,2022-03-23,3.7,3.8,3.2,3.4,3.7,4.3,7,0
FB00009936,BK00009937,CUST000565,2024-02-06,2.4,4.1,3.8,2.9,3.8,4.5,7,1
FB00009941,BK00009942,CUST000566,2024-11-21,3.8,3.7,3.9,3.7,4.1,3.7,9,1
FB00009945,BK00009946,CUST000566,2022-08-11,4.4,4.2,4.2,4.2,5,4.5,9,1
FB00009949,BK00009950,CUST000566,2022-11-16,2.3,3.0,3.1,2.9,2.7,2.5,7,0
FB00009955,BK00009956,CUST000566,2023-01-31,3.2,2.7,2.9,3.1,3.0,2.3,5,0
FB00009956,BK00009957,CUST000566,2023-03-05,4.0,3.4,4.5,3.4,3.8,4.2,6,1
FB00009958,BK00009959,CUST000566,2023-07-01,3.7,3.0,2.4,3.6,3.6,4.6,7,0
FB00009964,BK00009965,CUST000566,2023-12-19,3.7,3.9,3.8,4.1,3.2,4.3,7,1
FB00009966,BK00009967,CUST000566,2022-11-16,4.9,5,4.7,3.8,4.8,4.7,8,1
FB00009970,BK00009971,CUST000566,2023-06-27,3.6,3.3,3.6,4.5,2.9,4.8,8,1
FB00009973,BK00009974,CUST000567,2024-12-02,3.1,3.3,2.8,2.2,2.5,4.8,7,0
FB00009975,BK00009976,CUST000567,2023-02-12,4.4,2.6,4.1,3.0,3.1,4.4,7,1
FB00009978,BK00009979,CUST000567,2024-02-10,3.7,3.5,3.0,3.7,3.3,5,7,0
FB00009981,BK00009982,CUST000567,2023-09-08,3.1,2.6,2.5,2.1,2.7,2.8,8,0
FB00009983,BK00009984,CUST000567,2022-01-07,2.5,3.0,2.4,2.3,2.7,2.5,6,0
FB00009986,BK00009987,CUST000567,2023-04-16,3.6,3.9,3.7,3.1,2.9,3.8,8,0
FB00009987,BK00009988,CUST000567,2023-10-20,4.1,2.2,3.5,2.5,3.0,4.6,6,0
FB00009996,BK00009997,CUST000568,2024-01-19,3.7,2.9,3.4,2.6,2.9,4.6,6,0
FB00009998,BK00009999,CUST000568,2023-01-26,3.4,1.9,2.3,1.8,1.4,2.2,4,0
FB00009999,BK00010000,CUST000568,2023-11-09,3.8,3.4,4.0,3.3,3.0,4.9,6,0
FB00010002,BK00010003,CUST000569,2024-10-08,2.9,3.4,2.8,2.7,3.2,4.2,7,0
FB00010004,BK00010005,CUST000570,2023-08-12,3.1,3.0,3.7,4.0,2.8,4.4,6,0
FB00010005,BK00010006,CUST000570,2024-11-27,3.5,3.5,3.2,3.6,3.3,4.5,6,0
FB00010007,BK00010008,CUST000571,2023-06-28,3.1,3.6,3.9,3.2,2.8,2.5,6,1
FB00010012,BK00010013,CUST000571,2023-04-21,4.1,2.9,3.9,2.3,2.8,4.1,7,0
FB00010013,BK00010014,CUST000571,2024-08-25,4.5,4.3,3.0,5,4.0,4.9,8,1
FB00010017,BK00010018,CUST000571,2022-11-04,3.3,3.7,4.2,2.7,3.4,4.3,7,1
FB00010018,BK00010019,CUST000571,2022-07-29,3.8,3.8,4.4,2.8,4.5,4.5,9,1
FB00010019,BK00010020,CUST000571,2023-09-02,3.8,3.9,2.1,2.2,2.7,4.6,7,0
FB00010024,BK00010025,CUST000571,2022-06-09,3.8,2.8,4.3,3.7,3.7,4.1,6,1
FB00010025,BK00010026,CUST000571,2022-06-19,3.7,3.0,2.8,2.8,2.8,4.2,6,0
FB00010027,BK00010028,CUST000572,2023-10-29,3.7,3.1,3.6,3.5,2.9,4.5,6,0
FB00010028,BK00010029,CUST000572,2022-12-20,3.7,4.3,3.8,4.0,3.4,4.4,8,1
FB00010029,BK00010030,CUST000572,2024-03-27,3.4,3.5,3.7,3.3,3.7,4.2,8,1
FB00010031,BK00010032,CUST000572,2024-05-02,3.9,4.6,4.9,2.9,4.2,4.4,7,1
FB00010034,BK00010035,CUST000572,2024-02-10,5,5,5,3.8,5,4.6,8,1
FB00010036,BK00010037,CUST000572,2023-04-06,3.1,3.4,2.5,3.2,1.9,2.7,5,0
FB00010038,BK00010039,CUST000572,2022-12-11,3.1,3.1,3.1,3.0,3.4,4.5,6,1
FB00010042,BK00010043,CUST000572,2022-09-27,3.6,3.8,3.4,3.9,3.9,4.5,9,1
FB00010044,BK00010045,CUST000573,2022-08-16,4.1,4.0,3.9,4.4,4.1,4.5,9,1
FB00010048,BK00010049,CUST000573,2024-12-22,2.7,2.9,4.1,3.5,3.6,4.4,7,1
FB00010050,BK00010051,CUST000573,2022-01-15,3.5,3.0,2.9,2.8,2.4,4.5,6,0
FB00010055,BK00010056,CUST000573,2024-05-09,3.6,3.3,3.7,3.0,3.2,4.8,6,0
FB00010056,BK00010057,CUST000573,2024-01-19,3.6,3.2,3.5,3.3,4.5,4.7,6,1
FB00010059,BK00010060,CUST000573,2023-03-29,3.7,3.5,4.1,4.0,3.8,4.4,6,1
FB00010062,BK00010063,CUST000573,2022-05-17,3.0,2.9,3.0,2.5,2.1,2.7,5,0
FB00010068,BK00010069,CUST000574,2024-05-05,3.7,4.7,5,4.3,5,4.4,8,1
FB00010072,BK00010073,CUST000574,2023-11-22,4.6,3.4,4.6,3.1,3.3,4.8,8,1
FB00010074,BK00010075,CUST000574,2022-02-19,3.5,2.8,4.4,3.9,3.3,4.9,7,1
FB00010077,BK00010078,CUST000574,2024-09-19,3.9,3.3,3.5,3.9,3.4,4.7,8,1
FB00010081,BK00010082,CUST000574,2022-10-19,4.1,3.7,4.1,2.8,2.8,4.6,7,1
FB00010082,BK00010083,CUST000574,2024-05-17,2.8,3.5,2.6,2.8,3.3,5,6,0
FB00010083,BK00010084,CUST000574,2024-10-12,3.7,4.0,3.2,2.8,3.3,4.4,4,0
FB00010084,BK00010085,CUST000575,2024-05-11,2.9,3.2,3.3,2.6,2.6,4.4,6,0
FB00010086,BK00010087,CUST000575,2023-09-11,3.1,3.4,3.1,2.4,2.6,4.3,6,0
FB00010087,BK00010088,CUST000575,2022-03-06,4.3,3.6,4.7,4.0,3.8,4.0,10,1
FB00010092,BK00010093,CUST000575,2022-05-09,4.7,4.1,5,4.1,4.1,4.4,9,1
FB00010093,BK00010094,CUST000575,2024-11-17,4.4,4.1,3.8,4.1,2.6,4.2,8,0
FB00010098,BK00010099,CUST000576,2023-12-05,3.5,3.3,2.2,3.5,4.4,4.1,6,0
FB00010103,BK00010104,CUST000576,2023-03-12,3.3,3.2,4.1,2.4,3.6,4.2,7,0
FB00010105,BK00010106,CUST000577,2022-08-12,3.6,3.6,4.6,3.2,3.4,4.4,8,1
FB00010109,BK00010110,CUST000577,2024-01-04,4.3,4.7,5,4.6,5,4.9,8,1
FB00010118,BK00010119,CUST000577,2024-06-28,4.0,3.5,3.5,3.3,3.5,4.3,7,0
FB00010119,BK00010120,CUST000577,2022-12-30,3.0,3.3,3.6,2.3,2.5,3.9,7,0
FB00010120,BK00010121,CUST000577,2022-05-05,4.8,4.3,4.7,5,4.5,5,8,1
FB00010122,BK00010123,CUST000577,2023-08-16,4.0,3.8,2.5,2.7,2.7,3.9,6,0
FB00010127,BK00010128,CUST000577,2023-01-10,3.4,2.6,3.0,3.2,3.2,4.3,6,0
FB00010129,BK00010130,CUST000577,2022-07-03,4.6,3.1,2.8,2.2,2.8,2.7,5,0
FB00010133,BK00010134,CUST000577,2023-06-03,3.0,3.2,3.3,3.3,2.7,4.8,6,0
FB00010134,BK00010135,CUST000577,2023-03-21,3.7,3.0,3.4,3.1,2.7,4.9,6,0
FB00010135,BK00010136,CUST000577,2024-10-14,4.2,4.4,4.0,4.4,4.8,4.7,9,1
FB00010137,BK00010138,CUST000577,2024-02-14,4.9,4.0,3.9,4.1,3.8,4.2,7,1
FB00010138,BK00010139,CUST000577,2022-08-22,4.4,4.8,4.6,4.9,3.7,4.8,8,1
FB00010145,BK00010146,CUST000578,2024-08-17,2.4,2.1,3.1,2.7,2.2,2.4,6,0
FB00010146,BK00010147,CUST000578,2024-06-29,3.2,3.9,4.2,4.0,3.0,4.7,5,1
FB00010150,BK00010151,CUST000578,2023-02-27,5,4.1,4.5,4.7,3.4,4.5,6,1
FB00010152,BK00010153,CUST000578,2022-05-29,4.2,3.4,4.5,4.1,4.1,4.2,10,1
FB00010153,BK00010154,CUST000578,2023-09-12,3.1,2.8,2.9,3.3,3.1,2.0,6,0
FB00010155,BK00010156,CUST000579,2023-09-27,2.9,4.1,2.3,3.0,2.4,4.1,5,0
FB00010158,BK00010159,CUST000579,2024-11-19,3.5,2.8,3.7,2.3,3.0,4.2,5,0
FB00010163,BK00010164,CUST000579,2022-12-04,2.9,2.5,3.2,3.3,2.3,4.8,6,0
FB00010173,BK00010174,CUST000580,2024-12-20,4.4,3.4,3.5,4.2,4.8,4.2,9,1
FB00010175,BK00010176,CUST000580,2023-12-12,3.8,3.5,4.0,3.4,4.3,4.7,8,1
FB00010176,BK00010177,CUST000580,2023-06-22,3.8,3.8,3.5,4.0,3.2,4.4,6,1
FB00010178,BK00010179,CUST000580,2024-09-23,3.0,2.5,2.9,2.8,3.2,2.3,6,0
FB00010180,BK00010181,CUST000580,2022-08-14,2.5,2.2,3.3,3.0,2.8,2.7,6,0
FB00010181,BK00010182,CUST000580,2023-03-16,3.4,3.1,4.2,3.3,2.9,4.5,7,0
FB00010183,BK00010184,CUST000580,2022-02-04,3.3,3.2,3.8,2.9,3.3,5,5,0
FB00010184,BK00010185,CUST000580,2023-02-21,3.6,2.8,3.3,2.7,2.3,4.9,6,0
FB00010185,BK00010186,CUST000581,2023-11-06,3.7,2.9,3.8,3.7,2.9,4.7,8,1
FB00010191,BK00010192,CUST000581,2022-06-12,4.0,3.2,3.9,3.8,2.9,2.7,5,1
FB00010201,BK00010202,CUST000581,2023-07-09,2.6,2.4,2.9,2.3,2.5,2.8,6,0
FB00010204,BK00010205,CUST000581,2023-07-19,4.0,4.1,4.0,3.8,3.9,4.0,8,1
FB00010206,BK00010207,CUST000581,2022-09-03,3.7,3.0,4.1,3.6,3.7,2.4,7,1
FB00010208,BK00010209,CUST000581,2024-02-12,2.7,2.9,3.2,3.3,2.9,4.4,7,0
FB00010214,BK00010215,CUST000582,2022-01-21,3.4,3.1,3.6,2.7,3.7,4.3,6,0
FB00010215,BK00010216,CUST000582,2024-06-21,3.2,3.5,4.0,3.3,3.0,4.8,6,1
FB00010216,BK00010217,CUST000582,2023-01-07,4.3,3.0,3.5,3.0,3.1,5,6,0
FB00010217,BK00010218,CUST000582,2024-06-30,2.8,2.2,3.5,3.6,2.9,4.1,6,0
FB00010218,BK00010219,CUST000582,2024-07-12,2.5,2.1,2.9,1.7,1.5,3.1,5,0
FB00010220,BK00010221,CUST000583,2022-03-18,4.0,3.8,3.1,4.1,4.1,4.5,9,1
FB00010226,BK00010227,CUST000583,2022-06-16,4.7,3.8,4.6,4.1,3.5,2.8,8,1
FB00010228,BK00010229,CUST000583,2024-06-01,3.3,3.1,3.4,3.0,3.3,2.4,5,0
FB00010230,BK00010231,CUST000584,2023-08-27,2.3,2.0,3.0,2.5,2.2,2.3,4,0
FB00010232,BK00010233,CUST000584,2023-02-03,3.3,2.9,3.9,4.1,2.8,4.6,5,1
FB00010237,BK00010238,CUST000585,2022-10-06,3.5,4.5,4.3,4.6,4.0,4.1,7,1
FB00010239,BK00010240,CUST000585,2024-06-19,4.1,4.3,4.9,3.8,4.5,4.5,8,1
FB00010241,BK00010242,CUST000585,2024-02-17,4.0,4.2,3.3,2.6,2.9,4.7,7,0
FB00010242,BK00010243,CUST000585,2024-04-04,3.7,4.7,4.3,3.4,3.9,4.6,9,1
FB00010246,BK00010247,CUST000585,2022-06-17,3.9,2.9,3.0,2.2,4.2,4.8,5,0
FB00010247,BK00010248,CUST000586,2024-11-09,4.0,2.6,3.5,2.5,2.7,2.5,6,0
FB00010253,BK00010254,CUST000586,2024-08-10,3.1,2.0,3.2,1.8,2.0,2.6,6,0
FB00010254,BK00010255,CUST000586,2024-10-19,4.6,4.1,4.3,4.9,3.3,4.0,7,1
FB00010265,BK00010266,CUST000586,2023-09-12,3.8,5,3.8,3.5,3.3,5,8,1
FB00010267,BK00010268,CUST000586,2023-12-20,4.9,3.0,4.3,2.8,2.8,4.6,5,0
FB00010270,BK00010271,CUST000587,2024-08-12,4.2,3.4,5,4.2,4.6,4.9,8,1
FB00010271,BK00010272,CUST000587,2023-10-14,2.9,3.1,3.8,3.5,3.9,4.7,6,0
FB00010273,BK00010274,CUST000587,2024-06-13,3.6,3.2,3.3,2.5,2.7,4.3,6,0
FB00010274,BK00010275,CUST000587,2023-05-10,2.7,2.4,3.4,2.6,3.0,4.6,6,0
FB00010280,BK00010281,CUST000587,2022-12-13,3.2,2.9,3.6,2.8,3.2,4.2,7,0
FB00010283,BK00010284,CUST000587,2022-05-11,3.0,2.4,3.3,2.4,2.3,2.5,6,0
FB00010288,BK00010289,CUST000588,2022-12-19,3.9,4.0,4.9,3.7,4.0,4.7,7,1
FB00010290,BK00010291,CUST000588,2024-12-27,3.6,3.5,3.7,3.2,3.1,4.9,6,0
FB00010293,BK00010294,CUST000588,2023-10-30,4.7,4.3,5,4.9,3.6,4.7,8,1
FB00010294,BK00010295,CUST000588,2024-05-16,2.4,4.6,3.0,2.4,3.2,4.5,6,0
FB00010296,BK00010297,CUST000588,2024-05-08,3.1,5,4.3,3.3,4.7,5,9,1
FB00010312,BK00010313,CUST000589,2024-04-29,2.7,3.1,4.0,4.2,3.4,2.9,8,1
FB00010313,BK00010314,CUST000589,2023-02-03,4.3,3.1,4.3,4.0,3.7,4.4,9,1
FB00010314,BK00010315,CUST000589,2023-09-21,3.7,2.4,3.5,2.7,3.4,4.5,4,0
FB00010317,BK00010318,CUST000589,2024-09-11,2.5,1.8,2.7,2.1,2.8,1.8,7,0
FB00010319,BK00010320,CUST000589,2022-06-22,3.7,4.7,4.1,3.7,3.8,4.4,7,1
FB00010321,BK00010322,CUST000589,2022-09-17,4.6,4.3,4.1,4.5,4.6,4.2,8,1
FB00010322,BK00010323,CUST000589,2024-06-01,3.5,3.3,3.4,2.0,2.2,4.2,4,0
FB00010323,BK00010324,CUST000589,2023-09-26,4.1,5,4.6,4.6,5,4.4,7,1
FB00010325,BK00010326,CUST000589,2023-02-04,4.3,3.8,3.5,3.9,4.4,4.3,9,1
FB00010333,BK00010334,CUST000590,2024-02-08,4.6,4.5,3.6,4.3,3.5,4.6,7,1
FB00010335,BK00010336,CUST000590,2024-08-27,5,4.3,4.4,4.7,4.0,5,7,1
FB00010337,BK00010338,CUST000590,2022-05-18,4.2,4.9,5,3.1,3.1,2.0,7,1
FB00010343,BK00010344,CUST000590,2023-03-16,4.0,3.4,3.3,3.8,3.4,4.4,7,1
FB00010348,BK00010349,CUST000590,2024-07-11,3.7,3.7,3.6,2.9,2.2,4.5,8,0
FB00010355,BK00010356,CUST000591,2024-03-23,4.2,5,5,4.1,3.3,4.3,8,1
FB00010357,BK00010358,CUST000591,2024-01-24,3.4,3.5,2.6,2.9,2.6,4.5,6,0
FB00010358,BK00010359,CUST000591,2023-09-04,3.3,3.2,3.6,2.8,2.7,4.6,6,0
FB00010359,BK00010360,CUST000591,2024-09-11,3.8,3.8,3.5,2.8,3.6,4.7,5,1
FB00010362,BK00010363,CUST000591,2023-06-06,3.0,3.8,4.7,2.9,3.1,4.6,6,0
FB00010370,BK00010371,CUST000592,2022-11-28,2.8,3.2,3.0,3.2,2.8,4.3,6,0
FB00010371,BK00010372,CUST000592,2024-09-15,3.3,3.8,4.4,3.8,3.2,4.4,5,0
FB00010372,BK00010373,CUST000592,2022-04-02,3.0,3.2,2.4,3.0,2.0,2.2,4,0
FB00010377,BK00010378,CUST000592,2023-04-13,3.6,3.7,4.1,3.3,2.9,4.6,5,0
FB00010378,BK00010379,CUST000592,2022-05-29,2.4,2.9,3.8,2.6,3.0,4.7,6,0
FB00010382,BK00010383,CUST000592,2024-01-04,2.4,3.2,4.0,3.4,2.6,4.8,5,0
FB00010383,BK00010384,CUST000592,2023-11-14,4.0,3.7,4.2,4.0,4.8,4.0,8,1
FB00010385,BK00010386,CUST000593,2024-08-03,3.8,4.0,4.2,4.8,3.2,4.9,6,1
FB00010387,BK00010388,CUST000593,2022-01-06,4.9,4.8,4.7,3.7,4.5,4.2,7,1
FB00010392,BK00010393,CUST000593,2024-08-23,2.3,2.8,2.1,2.9,2.8,2.9,6,0
FB00010395,BK00010396,CUST000593,2022-01-09,3.1,3.3,2.9,3.2,2.7,4.9,6,0
FB00010401,BK00010402,CUST000593,2022-12-27,4.0,4.7,4.4,4.5,3.8,4.6,6,1
FB00010406,BK00010407,CUST000593,2022-09-16,3.4,2.7,3.4,3.7,2.7,2.9,6,0
FB00010407,BK00010408,CUST000593,2024-08-21,5,4.2,4.8,4.0,3.6,4.3,7,1
FB00010411,BK00010412,CUST000593,2023-05-14,4.2,3.2,4.1,3.0,3.8,4.4,9,1
FB00010412,BK00010413,CUST000593,2022-10-03,3.3,2.9,3.9,3.3,3.7,4.4,8,1
FB00010419,BK00010420,CUST000593,2024-03-27,5,5,4.9,4.0,4.5,4.1,9,1
FB00010422,BK00010423,CUST000594,2024-05-22,2.9,3.0,2.8,2.6,2.7,2.7,4,0
FB00010423,BK00010424,CUST000594,2023-06-15,3.6,2.8,3.2,3.1,2.6,4.7,6,0
FB00010427,BK00010428,CUST000594,2024-07-02,2.9,2.2,3.3,2.6,3.2,4.4,7,0
FB00010428,BK00010429,CUST000594,2024-08-15,4.2,3.0,4.0,3.0,2.4,4.3,7,0
FB00010429,BK00010430,CUST000594,2024-06-09,2.5,3.7,2.9,2.9,2.3,2.6,6,0
FB00010436,BK00010437,CUST000594,2022-11-21,4.1,4.0,4.1,3.7,4.5,4.2,7,1
FB00010446,BK00010447,CUST000595,2022-04-11,3.7,4.4,2.9,3.0,3.0,4.9,7,0
FB00010451,BK00010452,CUST000595,2024-01-29,3.1,2.3,3.6,2.6,2.2,4.7,4,0
FB00010454,BK00010455,CUST000596,2023-10-16,4.1,3.1,4.0,3.8,3.9,4.7,7,1
FB00010455,BK00010456,CUST000596,2022-10-14,3.2,2.1,4.1,2.0,3.5,4.4,7,0
FB00010457,BK00010458,CUST000596,2023-04-29,3.6,3.0,3.8,3.5,2.0,2.8,5,0
FB00010459,BK00010460,CUST000596,2024-10-12,2.2,3.2,3.1,3.6,3.0,5,6,0
FB00010462,BK00010463,CUST000596,2022-03-11,3.7,2.7,4.5,3.2,3.6,4.5,6,1
FB00010466,BK00010467,CUST000596,2023-05-07,2.4,2.5,3.2,2.3,2.3,2.4,5,0
FB00010467,BK00010468,CUST000596,2023-10-17,4.2,3.6,3.3,4.2,3.2,4.1,8,1
FB00010472,BK00010473,CUST000597,2024-03-09,2.9,3.3,4.3,3.2,2.9,4.7,7,0
FB00010475,BK00010476,CUST000598,2024-05-08,3.0,3.2,3.1,3.2,3.3,4.2,6,0
FB00010480,BK00010481,CUST000598,2023-11-28,2.5,2.7,2.7,2.5,2.9,2.6,4,0
FB00010481,BK00010482,CUST000598,2023-12-18,3.9,3.6,3.0,3.0,3.9,4.6,6,0
FB00010485,BK00010486,CUST000598,2023-07-28,2.7,3.7,3.0,2.6,2.5,3.7,4,0
FB00010486,BK00010487,CUST000598,2024-01-22,3.9,3.9,3.1,3.9,2.6,5,6,1
FB00010492,BK00010493,CUST000599,2022-05-17,2.3,3.2,3.7,3.3,2.2,4.4,5,0
FB00010498,BK00010499,CUST000599,2023-01-21,3.0,2.0,4.0,2.7,3.0,4.5,6,0
FB00010499,BK00010500,CUST000599,2023-12-15,4.2,4.1,5,3.1,4.1,2.6,7,1
FB00010501,BK00010502,CUST000599,2022-07-25,3.9,3.5,4.2,2.6,3.4,4.1,6,0
FB00010506,BK00010507,CUST000599,2022-07-24,2.8,2.7,3.0,2.4,2.6,2.4,5,0
FB00010507,BK00010508,CUST000599,2023-12-18,4.0,4.3,5,3.7,3.9,4.8,9,1
FB00010508,BK00010509,CUST000599,2022-01-12,2.7,3.2,3.8,2.8,3.6,4.5,4,0
FB00010510,BK00010511,CUST000599,2024-10-16,4.1,3.5,3.4,3.7,3.5,5,7,1
FB00010512,BK00010513,CUST000600,2022-01-29,4.0,4.9,4.9,4.1,2.4,4.5,8,1
FB00010513,BK00010514,CUST000600,2022-03-09,3.0,4.2,3.8,3.3,3.5,4.9,5,0
FB00010517,BK00010518,CUST000600,2022-09-26,4.7,4.6,4.1,5,4.8,4.6,10,1
FB00010519,BK00010520,CUST000600,2024-03-29,3.6,4.5,4.7,4.2,4.8,4.8,8,1
FB00010522,BK00010523,CUST000600,2024-12-27,4.4,4.2,4.2,4.1,3.8,4.2,9,1
FB00010529,BK00010530,CUST000600,2024-01-30,4.3,4.2,4.3,3.9,4.6,4.3,9,1
FB00010535,BK00010536,CUST000600,2023-01-09,4.4,4.4,4.0,3.6,4.7,4.3,8,1
FB00010536,BK00010537,CUST000600,2023-07-28,3.1,4.1,4.1,4.3,3.8,4.1,8,1
FB00010537,BK00010538,CUST000600,2022-01-27,3.7,4.2,4.3,3.6,3.5,4.4,9,1
FB00010538,BK00010539,CUST000600,2023-04-28,4.6,4.4,4.4,5,3.6,2.5,9,1
FB00010539,BK00010540,CUST000600,2024-02-26,2.5,3.1,4.4,3.4,3.2,4.7,6,1
FB00010540,BK00010541,CUST000600,2024-09-13,4.2,4.1,5,5,4.2,4.3,8,1
FB00010542,BK00010543,CUST000600,2023-06-16,2.6,2.0,3.2,3.2,2.0,2.8,6,0
FB00010550,BK00010551,CUST000600,2023-05-07,4.3,4.5,5,3.6,4.5,4.7,7,1
FB00010554,BK00010555,CUST000600,2022-01-10,3.3,4.1,4.3,4.2,3.4,4.7,8,1
FB00010558,BK00010559,CUST000600,2022-04-06,4.3,3.9,3.4,3.5,3.5,4.8,8,1
FB00010560,BK00010561,CUST000600,2022-05-08,3.4,3.6,4.0,3.3,4.1,2.2,7,1
FB00010568,BK00010569,CUST000601,2023-12-11,4.1,5,4.1,3.6,4.1,4.5,6,1
FB00010569,BK00010570,CUST000601,2023-05-02,4.7,4.6,4.3,3.9,4.7,4.3,8,1
FB00010577,BK00010578,CUST000601,2024-06-05,4.6,5,3.9,4.3,4.5,4.9,8,1
FB00010579,BK00010580,CUST000601,2022-03-24,4.7,4.8,4.1,4.7,3.7,4.8,8,1
FB00010580,BK00010581,CUST000601,2024-10-28,5,4.1,4.7,4.3,5,4.3,7,1
FB00010583,BK00010584,CUST000601,2024-09-21,3.2,4.2,4.1,4.3,4.1,2.3,9,1
FB00010590,BK00010591,CUST000601,2024-08-15,5,4.1,5,4.8,4.0,4.7,9,1
