booking_id,customer_id,booking_date,flight_date,origin_airport,destination_airport,airline,cabin_class,base_fare_inr,ancillary_spend_inr,total_spend_inr,miles_earned,travel_purpose,booking_lead_days,flight_on_time
BK00010772,CUST000610,2024-05-17,2024-08-14,SIN,MAA,Emirates,Premium Economy,42850.43,4419.4,47269.83,3704,Family Visit,89,1
BK00010773,CUST000610,2023-11-09,2024-01-23,NRT,SIN,IndiGo,Business,94752.9,5932.97,100685.87,10124,Leisure,75,0
BK00010774,CUST000610,2022-01-01,2022-03-03,BOM,DEL,AirIndia,Business,162845.71,24047.95,186893.66,15469,Family Visit,97,0
BK00010775,CUST000610,2023-03-21,2023-04-22,BLR,DEL,Vistara,Economy,13052.91,960.6,14013.51,1269,Business,32,1
BK00010776,CUST000610,2022-03-09,2022-03-14,BLR,DXB,SingaporeAir,Economy,32752.15,4871.57,37623.72,2870,Family Visit,5,1
BK00010777,CUST000610,2023-11-27,2023-12-04,BOM,DXB,SingaporeAir,Business,115649.98,9199.2,124849.18,10876,Education,7,1
BK00010778,CUST000610,2023-10-27,2024-02-23,SIN,BLR,Lufthansa,Business,112411.44,6547.09,118958.53,9771,Leisure,119,1
BK00010779,CUST000610,2022-04-02,2022-07-17,BLR,DEL,Emirates,Business,137092.51,19865.79,156958.30000000002,13467,Leisure,106,1
BK00010780,CUST000610,2023-09-30,2024-02-13,SYD,SIN,Vistara,First,487956.08,60339.03,548295.11,45905,Leisure,136,0
BK00010781,CUST000610,2024-06-14,2024-07-15,BOM,DXB,IndiGo,Economy,17288.12,564.82,17852.94,1837,Leisure,31,1
BK00010782,CUST000610,2022-01-01,2022-02-26,DXB,HYD,Etihad,Economy,8731.12,150.08,8881.2,924,Business,62,1
BK00010783,CUST000610,2024-04-22,2024-09-24,NRT,SIN,Lufthansa,Economy,10398.41,1258.73,11657.14,1072,Leisure,155,1
BK00010784,CUST000610,2023-10-16,2023-12-04,DEL,CDG,AirIndia,Business,81834.59,10106.67,91941.26,9593,Education,49,1
BK00010785,CUST000610,2022-09-18,2022-12-16,SIN,DEL,IndiGo,Premium Economy,36048.95,2483.77,38532.719999999994,3399,Family Visit,89,1
BK00010786,CUST000610,2024-02-05,2024-04-23,BLR,DXB,AirIndia,Economy,34794.45,260.0,35054.45,3144,Education,78,1
BK00010787,CUST000610,2024-02-02,2024-07-08,JFK,LHR,SingaporeAir,Premium Economy,72888.67,7550.39,80439.06,7516,Medical,157,1
BK00010788,CUST000610,2022-05-14,2022-08-18,DEL,BOM,AirIndia,Business,129175.49,18423.52,147599.01,12736,Business,96,1
BK00010789,CUST000610,2022-06-29,2022-12-24,DXB,BLR,Etihad,Premium Economy,72497.12,7380.11,79877.23,6178,Family Visit,178,1
BK00010790,CUST000610,2024-09-24,2024-12-09,DEL,CDG,IndiGo,Business,190009.46,4313.26,194322.72,19048,Business,76,1
BK00010791,CUST000610,2022-04-12,2022-09-08,LHR,BOM,SingaporeAir,Business,160791.14,5798.39,166589.53000000003,14897,Business,149,1
BK00010792,CUST000610,2023-05-06,2023-05-06,BLR,DEL,SingaporeAir,Premium Economy,67854.43,338.06,68192.48999999999,5698,Leisure,0,1
BK00010793,CUST000610,2024-06-28,2024-11-16,SIN,SYD,AirIndia,Economy,15717.69,1549.26,17266.95,1765,Medical,141,1
BK00010794,CUST000610,2022-08-12,2022-09-01,BOM,DEL,Etihad,Premium Economy,41304.96,4493.08,45798.04,4089,Business,20,1
BK00010795,CUST000610,2022-10-20,2023-03-23,DEL,BOM,Etihad,First,332067.13,15692.57,347759.7,32140,Business,154,1
BK00010796,CUST000610,2023-12-31,2024-02-27,CCU,BKK,Vistara,Business,138411.43,16052.91,154464.34,14881,Education,58,1
BK00010797,CUST000610,2024-11-06,2024-11-20,BOM,LHR,Vistara,Business,171598.92,1373.69,172972.61000000002,19152,Leisure,14,1
BK00010798,CUST000610,2024-02-23,2024-03-04,DXB,BLR,Vistara,First,286563.64,37872.79,324436.43,25155,Family Visit,10,1
BK00010799,CUST000610,2022-01-01,2022-03-22,LHR,DXB,Etihad,Premium Economy,48693.01,7248.11,55941.12,5403,Leisure,175,1
BK00010800,CUST000610,2022-01-01,2022-02-28,DEL,BOM,IndiGo,Economy,24403.38,2798.28,27201.66,2809,Family Visit,63,1
BK00010801,CUST000610,2024-03-18,2024-09-12,DEL,CDG,AirIndia,Economy,11693.07,26.83,11719.9,1069,Education,178,1
BK00010802,CUST000610,2024-11-27,2024-11-27,DXB,HYD,Lufthansa,Economy,25927.5,105.14,26032.64,2172,Family Visit,0,0
BK00010803,CUST000610,2023-02-04,2023-04-18,CCU,BKK,Vistara,Economy,22388.43,454.1,22842.53,2181,Leisure,73,1
BK00010804,CUST000610,2024-01-30,2024-06-20,LHR,BOM,Emirates,Business,167896.19,24594.16,192490.35,14868,Leisure,142,1
BK00010805,CUST000610,2024-05-31,2024-11-16,DEL,CDG,Lufthansa,Business,105852.07,9988.33,115840.40000000001,10592,Family Visit,169,1
BK00010806,CUST000611,2024-05-22,2024-10-25,DEL,BOM,SingaporeAir,Economy,32440.57,2732.01,35172.58,3526,Business,156,1
BK00010807,CUST000611,2022-01-01,2022-01-14,CCU,BKK,Vistara,Economy,33009.8,2882.54,35892.340000000004,3010,Business,47,0
BK00010808,CUST000611,2022-02-18,2022-03-14,DEL,JFK,Etihad,Economy,18553.29,2474.98,21028.27,1601,Business,24,1
BK00010809,CUST000611,2024-01-14,2024-05-07,LHR,BOM,AirIndia,Economy,12852.85,1485.56,14338.41,1142,Business,114,1
BK00010810,CUST000611,2024-01-28,2024-03-21,SIN,BLR,IndiGo,Economy,29609.31,4083.95,33693.26,2577,Leisure,53,0
BK00010811,CUST000611,2023-06-10,2023-07-27,LHR,DEL,Etihad,Economy,22632.87,57.61,22690.48,2535,Business,47,1
BK00010812,CUST000611,2022-09-12,2023-03-01,DXB,HYD,Emirates,Economy,31425.29,3614.62,35039.91,3350,Leisure,170,1
BK00010813,CUST000611,2023-10-22,2023-11-28,JFK,BOM,SingaporeAir,Economy,25357.68,38.74,25396.420000000002,2871,Family Visit,37,0
BK00010814,CUST000612,2024-05-17,2024-09-07,DEL,BLR,SingaporeAir,Premium Economy,53849.58,3976.32,57825.9,4750,Business,113,1
BK00010815,CUST000612,2023-05-07,2023-07-30,LHR,DEL,SingaporeAir,Economy,11354.64,524.69,11879.33,946,Leisure,84,1
BK00010816,CUST000612,2024-05-19,2024-06-12,BLR,DEL,Vistara,Economy,8381.91,807.33,9189.24,860,Leisure,24,1
BK00010817,CUST000612,2022-10-23,2023-03-07,SYD,SIN,AirIndia,Economy,9124.77,35.71,9160.48,776,Leisure,135,1
BK00010818,CUST000612,2022-01-01,2022-01-30,LHR,JFK,Emirates,Economy,16122.26,1442.33,17564.59,1562,Leisure,91,0
BK00010819,CUST000612,2024-09-28,2024-11-21,DXB,DEL,Vistara,Premium Economy,55705.68,5378.42,61084.1,4647,Family Visit,54,1
BK00010820,CUST000612,2024-02-26,2024-02-28,DEL,CDG,AirIndia,Economy,23658.35,1816.99,25475.34,1968,Business,2,0
BK00010821,CUST000612,2022-12-29,2023-05-26,DEL,LHR,IndiGo,Economy,32973.56,1500.73,34474.29,3066,Leisure,148,1
BK00010822,CUST000612,2022-09-17,2022-12-30,DEL,BLR,Etihad,Economy,16038.37,830.11,16868.48,1474,Business,104,1
BK00010823,CUST000612,2022-09-06,2023-03-03,LHR,BOM,Lufthansa,Economy,17036.45,63.47,17099.920000000002,1499,Medical,178,1
BK00010824,CUST000613,2024-07-19,2024-10-29,MAA,SIN,SingaporeAir,Economy,26090.46,569.14,26659.6,2401,Leisure,102,0
BK00010825,CUST000613,2022-04-16,2022-08-06,BLR,DXB,Vistara,Business,103258.95,9373.68,112632.63,9731,Leisure,112,1
BK00010826,CUST000613,2022-01-01,2022-05-30,SIN,NRT,Lufthansa,First,234497.71,16904.94,251402.65,21514,Leisure,162,1
BK00010827,CUST000613,2022-12-18,2022-12-19,DEL,BOM,Vistara,Business,176756.52,20133.86,196890.38,16043,Leisure,1,1
BK00010828,CUST000613,2024-11-20,2024-12-16,CCU,BKK,SingaporeAir,Business,78726.63,1296.06,80022.69,6305,Leisure,26,1
BK00010829,CUST000613,2022-09-21,2022-10-26,NRT,DEL,Emirates,Business,84212.67,12070.87,96283.54,7444,Leisure,35,1
BK00010830,CUST000613,2022-03-03,2022-06-12,SYD,SIN,Emirates,Business,191661.37,15525.35,207186.72,17336,Medical,101,1
BK00010831,CUST000613,2022-03-08,2022-04-17,CDG,DEL,IndiGo,Economy,10465.39,48.27,10513.66,1255,Business,40,1
BK00010832,CUST000613,2022-12-02,2023-01-11,SIN,MAA,Vistara,First,281627.91,32702.68,314330.58999999997,26452,Education,40,1
BK00010833,CUST000613,2022-09-14,2023-01-10,MAA,SIN,Etihad,Economy,32127.41,156.28,32283.69,3522,Leisure,118,1
BK00010834,CUST000613,2023-03-29,2023-07-26,DXB,LHR,Vistara,First,359969.99,13670.06,373640.05,29342,Medical,119,1
BK00010835,CUST000613,2023-09-25,2024-02-29,BKK,CCU,IndiGo,Business,102625.93,10191.06,112816.98999999999,11146,Family Visit,157,1
BK00010836,CUST000613,2024-01-16,2024-02-16,BOM,DXB,SingaporeAir,Economy,13922.16,930.53,14852.69,1230,Education,31,1
BK00010837,CUST000613,2024-07-18,2024-09-26,BOM,DEL,Etihad,First,249124.99,18494.03,267619.02,24642,Family Visit,70,1
BK00010838,CUST000613,2024-05-29,2024-05-31,DEL,NRT,Vistara,Business,145374.27,7292.02,152666.28999999998,16103,Business,2,1
BK00010839,CUST000613,2023-11-06,2023-11-14,BKK,CCU,Lufthansa,Economy,13624.34,1049.08,14673.42,1425,Leisure,8,1
BK00010840,CUST000613,2023-02-03,2023-02-15,JFK,BOM,Etihad,Business,133799.5,15949.25,149748.75,15525,Leisure,12,1
BK00010841,CUST000613,2023-02-08,2023-04-04,DXB,LHR,Lufthansa,Economy,17263.68,332.55,17596.23,1861,Education,55,1
BK00010842,CUST000614,2022-10-18,2023-01-23,DXB,HYD,Etihad,Economy,15344.72,351.24,15695.96,1470,Leisure,97,1
BK00010843,CUST000614,2023-02-14,2023-05-13,SIN,MAA,AirIndia,Economy,34844.22,3902.82,38747.04,2979,Leisure,88,1
BK00010844,CUST000614,2022-09-28,2023-03-07,SIN,MAA,Lufthansa,Premium Economy,71922.18,5376.8,77298.98,6206,Business,160,1
BK00010845,CUST000614,2024-04-29,2024-07-12,BLR,DEL,AirIndia,Economy,8507.75,232.71,8740.46,1017,Business,74,0
BK00010846,CUST000614,2023-01-19,2023-04-29,DEL,BOM,AirIndia,Economy,20189.25,2263.1,22452.35,1953,Leisure,100,1
BK00010847,CUST000614,2024-02-05,2024-03-13,JFK,BOM,Emirates,Premium Economy,50536.94,5741.65,56278.590000000004,5351,Leisure,37,1
BK00010848,CUST000614,2022-02-18,2022-06-18,CCU,BKK,Etihad,Economy,29048.65,2733.97,31782.620000000003,2813,Business,120,1
BK00010849,CUST000614,2024-09-18,2024-10-30,DEL,BLR,Etihad,Economy,29405.18,1569.1,30974.28,2500,Leisure,42,1
BK00010850,CUST000614,2022-02-18,2022-06-18,DEL,DXB,Emirates,First,472702.82,36457.14,509159.96,56055,Business,120,1
BK00010851,CUST000614,2024-05-10,2024-07-16,BOM,DEL,IndiGo,Economy,12757.61,1480.72,14238.33,1340,Family Visit,67,1
BK00010852,CUST000614,2024-01-21,2024-04-11,SIN,SYD,AirIndia,Economy,25903.64,2040.81,27944.45,2246,Medical,81,1
BK00010853,CUST000614,2023-07-26,2023-08-13,SIN,MAA,IndiGo,Economy,22669.54,421.01,23090.55,2717,Leisure,18,0
BK00010854,CUST000614,2023-04-09,2023-06-16,JFK,LHR,Emirates,Economy,14036.23,2048.91,16085.14,1516,Leisure,68,0
BK00010855,CUST000614,2024-05-11,2024-08-06,SIN,DEL,Etihad,Economy,18843.8,135.31,18979.11,1653,Leisure,87,1
BK00010856,CUST000614,2023-01-18,2023-04-19,DEL,JFK,AirIndia,Economy,26714.16,378.7,27092.86,2390,Leisure,91,1
BK00010857,CUST000614,2022-03-19,2022-06-29,BOM,LHR,SingaporeAir,Premium Economy,36290.03,3383.77,39673.799999999996,3899,Business,102,0
BK00010858,CUST000614,2022-01-01,2022-05-17,BLR,SIN,AirIndia,Economy,14271.1,253.79,14524.890000000001,1463,Family Visit,139,1
BK00010859,CUST000614,2024-07-14,2024-07-25,DEL,DXB,AirIndia,Economy,33589.32,1670.29,35259.61,3039,Leisure,11,1
BK00010860,CUST000615,2024-09-18,2024-11-14,SIN,SYD,AirIndia,Business,121438.95,883.35,122322.3,14453,Leisure,57,1
BK00010861,CUST000615,2022-09-09,2023-01-11,DEL,CDG,Emirates,Business,179646.28,22125.73,201772.01,15364,Medical,124,1
BK00010862,CUST000615,2023-10-17,2024-01-20,BLR,DXB,SingaporeAir,Business,184872.59,14251.6,199124.19,15282,Leisure,95,1
BK00010863,CUST000615,2024-06-04,2024-10-28,HYD,DXB,Lufthansa,First,258843.92,22898.83,281742.75,30884,Leisure,146,1
BK00010864,CUST000615,2024-05-25,2024-07-06,DEL,BLR,Lufthansa,Business,185218.5,15346.96,200565.46,18195,Leisure,42,0
BK00010865,CUST000615,2022-09-06,2023-01-09,SYD,SIN,AirIndia,Business,166157.44,18853.21,185010.65,18244,Leisure,125,0
BK00010866,CUST000615,2022-03-25,2022-05-21,CCU,BKK,IndiGo,Economy,12881.31,1642.51,14523.82,1338,Leisure,57,0
BK00010867,CUST000615,2023-01-30,2023-03-21,DEL,BLR,SingaporeAir,Business,94424.33,9305.85,103730.18000000001,9554,Leisure,50,1
BK00010868,CUST000615,2022-05-16,2022-08-03,SYD,SIN,Vistara,Premium Economy,54604.84,1262.62,55867.46,5022,Business,79,1
BK00010869,CUST000615,2023-07-04,2023-07-30,BLR,DEL,Vistara,Business,113242.59,7857.73,121100.31999999999,10698,Medical,26,0
BK00010870,CUST000615,2024-06-20,2024-07-03,CDG,DEL,SingaporeAir,Business,143246.09,10100.04,153346.13,11680,Leisure,13,0
BK00010871,CUST000615,2023-09-17,2023-10-03,DEL,DXB,Emirates,Economy,22635.72,48.61,22684.33,1972,Business,16,1
BK00010872,CUST000615,2022-11-26,2022-12-25,BOM,JFK,AirIndia,Premium Economy,36311.67,415.26,36726.93,4234,Leisure,29,1
BK00010873,CUST000615,2022-06-12,2022-09-18,BOM,JFK,Vistara,Premium Economy,66895.59,2997.71,69893.3,6592,Medical,98,1
BK00010874,CUST000615,2022-08-17,2023-01-21,DEL,BLR,IndiGo,Economy,27975.32,3377.64,31352.96,2295,Education,157,1
BK00010875,CUST000615,2022-11-21,2023-05-04,SIN,SYD,Vistara,Premium Economy,74664.15,2063.34,76727.48999999999,8377,Business,164,1
BK00010876,CUST000615,2023-01-13,2023-03-26,NRT,SIN,Etihad,Business,123028.63,7720.29,130748.92,12025,Business,72,1
BK00010877,CUST000615,2024-01-03,2024-03-16,NRT,DEL,Lufthansa,Business,177922.2,9856.39,187778.59000000003,17580,Leisure,73,1
BK00010878,CUST000615,2022-11-14,2023-01-25,DXB,BOM,Emirates,Business,131399.11,5044.18,136443.28999999998,10941,Leisure,72,1
BK00010879,CUST000615,2023-12-01,2024-04-04,BOM,LHR,IndiGo,Economy,34300.46,4146.71,38447.17,3093,Leisure,125,1
BK00010880,CUST000615,2024-05-11,2024-09-24,SIN,NRT,Vistara,Business,170769.74,14724.03,185493.77,19747,Leisure,136,1
BK00010881,CUST000615,2022-08-30,2022-12-04,DXB,BLR,Vistara,Business,151925.41,11494.99,163420.4,14936,Family Visit,96,1
BK00010882,CUST000616,2023-01-15,2023-04-27,SIN,SYD,AirIndia,Economy,33778.47,3550.67,37329.14,3517,Leisure,102,1
BK00010883,CUST000616,2023-02-20,2023-08-09,DEL,BLR,SingaporeAir,Economy,27039.97,10.84,27050.81,2779,Leisure,170,1
BK00010884,CUST000616,2024-07-21,2024-12-11,MAA,SIN,Vistara,Economy,16221.6,1219.76,17441.36,1684,Business,143,1
BK00010885,CUST000616,2022-01-01,2022-04-17,LHR,BOM,AirIndia,Economy,31872.99,1434.24,33307.23,3048,Business,166,1
BK00010886,CUST000616,2023-05-06,2023-07-01,DEL,BOM,Emirates,Economy,20514.78,2901.3,23416.079999999998,1683,Leisure,56,0
BK00010887,CUST000617,2022-10-02,2023-03-11,BOM,LHR,Vistara,Economy,15287.0,1266.29,16553.29,1620,Business,160,1
BK00010888,CUST000617,2023-11-30,2024-02-10,SIN,MAA,Emirates,Premium Economy,40063.86,3185.05,43248.91,3709,Education,72,1
BK00010889,CUST000617,2024-08-22,2024-11-18,DEL,BLR,IndiGo,Premium Economy,52600.7,7759.13,60359.829999999994,5245,Business,88,1
BK00010890,CUST000617,2023-04-12,2023-08-27,DEL,SIN,IndiGo,Premium Economy,52081.13,2854.37,54935.5,4298,Business,137,1
BK00010891,CUST000617,2022-01-15,2022-03-10,DXB,BLR,Vistara,Business,147292.0,9320.56,156612.56,14594,Business,54,1
BK00010892,CUST000617,2023-08-14,2024-01-03,DEL,NRT,Emirates,Business,77372.69,10992.6,88365.29000000001,8277,Leisure,142,1
BK00010893,CUST000617,2023-04-25,2023-04-28,BLR,SIN,Etihad,Business,103205.82,6819.67,110025.49,10219,Leisure,3,1
BK00010894,CUST000617,2022-03-25,2022-06-11,DXB,BOM,SingaporeAir,Economy,22459.9,2801.61,25261.510000000002,2050,Leisure,78,1
BK00010895,CUST000617,2022-04-21,2022-05-13,NRT,DEL,Etihad,Economy,22746.61,1676.97,24423.58,1965,Business,22,1
BK00010896,CUST000617,2024-03-25,2024-04-19,DEL,BLR,SingaporeAir,Economy,8695.38,85.03,8780.41,807,Leisure,25,1
BK00010897,CUST000617,2023-04-21,2023-06-22,DXB,HYD,IndiGo,Economy,31713.32,3914.92,35628.24,2883,Medical,62,1
BK00010898,CUST000617,2022-08-04,2022-08-11,DXB,HYD,IndiGo,Economy,31925.26,2339.7,34264.96,3211,Business,7,1
BK00010899,CUST000617,2022-01-01,2022-06-15,DEL,JFK,AirIndia,Business,78594.27,2748.63,81342.90000000001,7596,Business,177,1
BK00010900,CUST000617,2023-08-12,2023-12-26,DEL,DXB,Etihad,Business,109019.62,2905.62,111925.23999999999,9120,Medical,136,0
BK00010901,CUST000617,2024-08-24,2024-10-07,DEL,DXB,AirIndia,Business,135588.3,16526.48,152114.78,12652,Family Visit,44,0
BK00010902,CUST000617,2023-08-05,2023-08-18,JFK,BOM,Lufthansa,Business,149688.29,10472.57,160160.86000000002,12443,Medical,13,1
BK00010903,CUST000617,2023-02-24,2023-03-23,SIN,MAA,Lufthansa,Economy,28796.56,2200.67,30997.230000000003,3153,Business,27,1
BK00010904,CUST000617,2024-07-30,2024-08-04,SYD,SIN,Etihad,Premium Economy,68450.49,4666.61,73117.1,6524,Business,5,0
BK00010905,CUST000617,2022-03-12,2022-07-23,HYD,DXB,IndiGo,Business,126009.37,17241.85,143251.22,13279,Leisure,133,0
BK00010906,CUST000617,2022-05-16,2022-10-12,DEL,DXB,Vistara,Economy,17717.0,209.17,17926.17,1486,Family Visit,149,1
BK00010907,CUST000617,2023-03-20,2023-05-10,SIN,BLR,Lufthansa,Premium Economy,51131.05,346.83,51477.880000000005,4472,Education,51,1
BK00010908,CUST000617,2022-01-01,2022-02-16,BOM,DXB,SingaporeAir,Premium Economy,46005.99,4284.15,50290.14,4107,Family Visit,136,1
BK00010909,CUST000617,2024-06-14,2024-11-24,BLR,DXB,SingaporeAir,Premium Economy,66106.58,9218.21,75324.79000000001,7069,Business,163,1
BK00010910,CUST000617,2022-06-09,2022-08-20,JFK,BOM,Emirates,Economy,8692.68,196.19,8888.87,773,Business,72,1
BK00010911,CUST000617,2022-06-27,2022-09-10,LHR,JFK,IndiGo,Economy,10862.47,423.63,11286.099999999999,1180,Leisure,75,1
BK00010912,CUST000617,2023-01-10,2023-01-25,BLR,DXB,AirIndia,Economy,9496.87,375.81,9872.68,1096,Leisure,15,1
BK00010913,CUST000617,2022-07-18,2022-10-11,LHR,BOM,IndiGo,Premium Economy,47084.94,6829.46,53914.4,3824,Business,85,1
BK00010914,CUST000617,2023-11-23,2024-02-19,MAA,SIN,SingaporeAir,Business,191355.65,17491.25,208846.9,21126,Leisure,88,0
BK00010915,CUST000617,2022-01-08,2022-05-11,JFK,LHR,Vistara,Business,75551.43,1991.95,77543.37999999999,6748,Business,123,1
BK00010916,CUST000617,2023-04-20,2023-08-06,LHR,JFK,Vistara,Business,95409.58,9773.45,105183.03,11193,Leisure,108,1
BK00010917,CUST000617,2024-06-29,2024-08-30,SYD,SIN,Vistara,Premium Economy,45050.65,3638.6,48689.25,3783,Business,62,1
BK00010918,CUST000617,2024-04-10,2024-05-23,JFK,LHR,Vistara,Premium Economy,35163.7,701.66,35865.36,2875,Business,43,1
BK00010919,CUST000617,2022-02-21,2022-04-13,MAA,SIN,Etihad,Business,134605.99,14653.33,149259.31999999998,14675,Family Visit,51,1
BK00010920,CUST000617,2024-07-05,2024-07-16,SIN,MAA,Vistara,Economy,10779.88,190.13,10970.009999999998,1095,Leisure,11,0
BK00010921,CUST000617,2022-07-11,2022-11-28,DEL,LHR,Lufthansa,First,347589.12,20399.82,367988.94,30729,Leisure,140,1
BK00010922,CUST000617,2022-05-01,2022-09-25,HYD,DXB,Vistara,Economy,27725.58,3149.73,30875.31,3057,Leisure,147,1
BK00010923,CUST000617,2023-11-04,2023-12-13,LHR,DXB,Lufthansa,Economy,10622.68,1323.67,11946.35,1011,Business,39,0
BK00010924,CUST000617,2023-09-28,2023-11-01,JFK,BOM,Etihad,Premium Economy,67237.38,8379.85,75617.23000000001,5927,Family Visit,34,1
BK00010925,CUST000618,2022-01-17,2022-05-20,SIN,DEL,AirIndia,Economy,31317.12,1088.25,32405.37,3353,Education,123,1
BK00010926,CUST000618,2023-08-04,2023-12-10,MAA,SIN,Emirates,Economy,14971.31,1154.6,16125.91,1649,Family Visit,128,0
BK00010927,CUST000618,2022-01-01,2022-02-21,DEL,CDG,Vistara,Economy,33680.62,4602.58,38283.200000000004,3285,Leisure,157,1
BK00010928,CUST000619,2024-07-19,2024-08-12,NRT,SIN,Etihad,Economy,10805.56,569.92,11375.48,1118,Leisure,24,1
BK00010929,CUST000619,2023-11-09,2023-12-01,JFK,LHR,Vistara,Economy,20882.5,1806.91,22689.41,2006,Education,22,1
BK00010930,CUST000619,2024-05-18,2024-09-30,BLR,DXB,SingaporeAir,Economy,18663.8,1131.85,19795.649999999998,1801,Medical,135,1
BK00010931,CUST000619,2022-03-06,2022-08-26,JFK,LHR,Etihad,Economy,33510.6,4840.7,38351.299999999996,3705,Leisure,173,1
BK00010932,CUST000619,2024-11-04,2024-12-03,BOM,JFK,IndiGo,Economy,30084.75,4405.06,34489.81,2436,Education,29,1
BK00010933,CUST000619,2022-03-25,2022-05-12,BLR,DEL,Lufthansa,Economy,26678.07,3383.05,30061.12,3008,Family Visit,48,1
BK00010934,CUST000619,2022-01-01,2022-02-08,DEL,BOM,IndiGo,Economy,30093.48,2908.97,33002.45,2893,Business,142,1
BK00010935,CUST000620,2023-07-26,2023-07-31,DXB,DEL,Vistara,Economy,21107.36,376.41,21483.77,1978,Business,5,1
BK00010936,CUST000620,2022-01-01,2022-04-03,JFK,LHR,AirIndia,Economy,12475.39,1576.8,14052.189999999999,1061,Family Visit,158,1
BK00010937,CUST000620,2024-06-05,2024-10-16,DEL,SIN,AirIndia,Economy,28989.59,780.39,29769.98,2729,Business,133,1
BK00010938,CUST000620,2024-02-15,2024-06-09,BOM,JFK,Lufthansa,Economy,28831.74,305.19,29136.93,3328,Leisure,115,0
BK00010939,CUST000620,2022-01-01,2022-03-03,SIN,SYD,Emirates,Economy,25380.78,1907.24,27288.02,2816,Family Visit,123,1
BK00010940,CUST000620,2023-11-03,2023-12-25,DEL,BLR,Lufthansa,Economy,17729.6,2142.33,19871.93,1700,Leisure,52,1
BK00010941,CUST000620,2022-01-01,2022-01-23,JFK,LHR,Lufthansa,Business,180398.29,9938.36,190336.65000000002,15123,Business,129,1
BK00010942,CUST000620,2022-08-20,2022-12-27,BOM,LHR,Vistara,Economy,14189.59,758.72,14948.31,1539,Business,129,1
BK00010943,CUST000620,2023-04-06,2023-07-25,LHR,JFK,AirIndia,Premium Economy,74379.54,204.86,74584.4,7354,Family Visit,110,1
BK00010944,CUST000621,2023-12-17,2024-02-22,CDG,DEL,SingaporeAir,Economy,24395.45,3095.6,27491.05,2792,Business,67,1
BK00010945,CUST000621,2023-12-01,2024-05-16,DEL,SIN,Lufthansa,Economy,14739.97,2070.39,16810.36,1291,Business,167,1
BK00010946,CUST000621,2024-04-27,2024-09-07,LHR,DXB,Etihad,Premium Economy,36112.02,2927.72,39039.74,4183,Business,133,1
BK00010947,CUST000621,2022-12-13,2023-03-06,DEL,SIN,IndiGo,Premium Economy,56164.24,3316.29,59480.53,5608,Medical,83,1
BK00010948,CUST000621,2023-01-19,2023-05-22,CDG,DEL,Etihad,Business,150161.53,20442.98,170604.51,13087,Family Visit,123,1
BK00010949,CUST000621,2023-02-22,2023-03-06,SIN,BLR,AirIndia,Premium Economy,68740.9,1820.69,70561.59,7038,Education,12,0
BK00010950,CUST000621,2022-01-17,2022-06-29,NRT,SIN,AirIndia,Economy,32935.01,3671.55,36606.560000000005,3349,Leisure,163,1
BK00010951,CUST000621,2022-01-01,2022-03-11,DEL,SIN,SingaporeAir,Economy,22335.27,853.97,23189.24,2583,Business,142,0
BK00010952,CUST000621,2024-04-24,2024-10-13,NRT,SIN,Etihad,Economy,10353.21,888.21,11241.419999999998,951,Leisure,172,0
BK00010953,CUST000622,2022-01-01,2022-04-28,MAA,SIN,Emirates,Economy,20156.06,153.33,20309.390000000003,1840,Business,136,1
BK00010954,CUST000622,2023-04-01,2023-04-08,SYD,SIN,IndiGo,Economy,28523.76,2891.56,31415.32,2852,Medical,7,1
BK00010955,CUST000622,2022-02-06,2022-04-28,LHR,DEL,Lufthansa,Economy,24357.35,2238.05,26595.399999999998,2122,Education,81,1
BK00010956,CUST000622,2022-02-19,2022-06-12,DEL,JFK,Vistara,Business,155339.38,3186.17,158525.55000000002,15146,Leisure,113,1
BK00010957,CUST000622,2022-01-01,2022-01-18,CCU,BKK,AirIndia,Economy,10897.13,965.97,11863.099999999999,1102,Leisure,34,1
BK00010958,CUST000622,2024-02-02,2024-03-17,DXB,DEL,Vistara,Economy,29480.5,3107.46,32587.96,2667,Business,44,1
BK00010959,CUST000622,2022-07-03,2022-07-30,SYD,SIN,IndiGo,Economy,22708.35,810.45,23518.8,2705,Business,27,0
BK00010960,CUST000622,2024-07-10,2024-10-17,SIN,MAA,IndiGo,Economy,24534.84,752.31,25287.15,2013,Leisure,99,1
BK00010961,CUST000622,2022-08-02,2022-11-07,DXB,BLR,Lufthansa,Economy,21328.26,3016.54,24344.8,2212,Leisure,97,1
BK00010962,CUST000623,2022-01-01,2022-05-31,JFK,DEL,Etihad,Economy,30341.22,3092.33,33433.55,3150,Leisure,150,1
BK00010963,CUST000623,2022-03-19,2022-09-04,SIN,MAA,Vistara,Business,116904.64,4177.51,121082.15,12768,Leisure,169,1
BK00010964,CUST000623,2024-03-05,2024-05-07,DEL,BLR,Vistara,Economy,20733.26,1505.21,22238.469999999998,1707,Leisure,63,1
BK00010965,CUST000623,2022-12-14,2023-04-21,DEL,CDG,SingaporeAir,Economy,33281.13,1211.06,34492.189999999995,2892,Business,128,1
BK00010966,CUST000623,2022-07-07,2022-09-22,SIN,SYD,Lufthansa,Economy,22679.57,2841.79,25521.36,2023,Family Visit,77,1
BK00010967,CUST000623,2024-04-13,2024-08-26,SIN,BLR,Vistara,Economy,31321.48,1034.91,32356.39,3559,Business,135,1
