customer_id,loyalty_tier,tier_numeric,home_airport,age,gender,preferred_cabin,enrolment_date,membership_months,loyalty_points,last_flight_date,recency_days,frequency,monetary_total_inr,avg_fare_inr,avg_ancillary_inr,cabin_upgrade_ratio,route_diversity,avg_booking_lead_days,business_travel_ratio,on_time_experience_pct,avg_nps,avg_satisfaction,recommendation_rate,feedback_count,value_score,loyalty_score,engagement_score,r_score,f_score,m_score,rfm_score
CUST000544,Silver,2,HYD,63.0,F,Economy,2021-01-18,47.4,9655,2024-10-01,92,14,460153.72,32868.12,2053.01,0.0,13,100.4,0.2143,92.86,5.5,3.8,0.5,2,0.0768,0.3139,0.59,2,3,3,8
CUST000545,Bronze,1,BLR,74.0,Other,Premium Economy,2020-07-25,53.3,639,2024-11-17,45,10,277558.26,27755.83,1774.58,0.0,9,68.8,0.4,80.0,5.0,3.27,0.0,3,0.0478,0.2159,0.3986,3,3,2,8
CUST000546,Gold,3,SYD,48.0,F,Economy,2022-05-08,31.8,52591,2024-12-14,18,40,3577284.94,89432.12,6654.36,0.35,27,94.6,0.225,95.0,7.2,3.59,0.9,10,0.3321,0.4069,0.7396,4,5,5,14
CUST000547,Bronze,1,ICN,65.0,F,First,2023-09-18,15.5,3876,2024-09-13,110,9,837663.03,93073.67,8128.89,0.2222,9,109.0,0.2222,100.0,7.5,4.05,0.5,2,0.0618,0.023,0.6919,2,2,3,7
CUST000548,Bronze,1,ORD,19.0,F,Economy,2023-04-05,20.9,4141,2024-09-11,112,6,207886.38,34647.73,1954.97,0.0,6,68.3,0.1667,83.33,7.0,3.9,0.5,2,0.0229,0.0515,0.6587,2,1,1,4
CUST000549,Bronze,1,NBO,65.0,M,Economy,2021-12-05,36.9,4847,2024-09-29,94,6,242584.68,40430.78,2620.94,0.1667,6,58.2,0.5,83.33,6.5,2.35,0.0,2,0.0241,0.136,0.3781,2,1,2,5
CUST000550,Gold,3,SYD,49.0,M,Business,2023-02-20,22.4,34507,2024-12-16,16,41,4467168.71,108955.33,6355.53,0.4878,26,92.5,0.3415,87.8,7.17,4.17,0.75,12,0.3688,0.3335,0.7517,5,5,5,15
CUST000551,Silver,2,LAX,33.0,Other,Premium Economy,2022-01-25,35.2,11909,2024-09-28,95,10,1051848.27,105184.83,6687.64,0.3,9,64.2,0.4,100.0,6.0,3.25,0.5,2,0.0749,0.2532,0.5619,2,3,4,9
CUST000552,Silver,2,BKK,28.0,F,Economy,2020-03-03,58.0,22449,2024-10-25,68,11,747637.98,67967.09,5243.3,0.3636,9,69.0,0.1818,81.82,6.0,3.65,0.5,2,0.0699,0.3864,0.5969,3,3,3,9
CUST000553,Bronze,1,DEL,73.0,F,Business,2021-01-11,47.7,3676,2024-05-26,220,6,110521.22,18420.2,1337.6,0.0,6,106.8,0.3333,83.33,5.0,3.4,0.0,3,0.0195,0.1907,0.41,1,1,1,3
CUST000554,Silver,2,JFK,58.0,F,Premium Economy,2023-06-14,18.6,15976,2024-08-06,148,17,1108544.8,65208.52,4548.63,0.2353,14,88.9,0.2941,64.71,6.0,3.44,0.2222,9,0.1163,0.1721,0.5091,2,4,4,10
CUST000555,Silver,2,AUH,67.0,Other,First,2020-03-15,57.6,11387,2024-12-22,10,10,449074.22,44907.42,3143.38,0.1,8,74.1,0.3,80.0,6.33,3.87,0.3333,3,0.0538,0.3695,0.5877,5,3,3,11
CUST000556,Gold,3,DEL,18.0,Other,Premium Economy,2023-06-03,19.0,31402,2024-12-21,11,34,2805966.51,82528.43,6531.37,0.3529,24,74.8,0.2353,76.47,6.79,3.72,0.5,14,0.2713,0.3116,0.6346,5,5,4,14
CUST000557,Bronze,1,BOM,34.0,M,Economy,2022-10-14,26.6,753,2024-12-14,18,10,697498.2,69749.82,6418.13,0.1,9,95.7,0.4,90.0,5.0,4.9,1.0,1,0.0625,0.0767,0.7913,4,3,3,10
CUST000558,Bronze,1,MAA,23.0,Other,Economy,2022-12-20,24.4,4637,2023-12-17,381,8,195587.03,24448.38,1633.37,0.0,8,91.8,0.25,100.0,4.5,3.1,0.0,2,0.0337,0.0704,0.3638,1,2,1,4
CUST000559,Gold,3,LHR,58.0,F,Business,2023-08-03,17.0,35614,2024-11-26,36,30,1807356.4,60245.21,4045.63,0.3,20,93.7,0.3667,70.0,6.6,3.36,0.4,10,0.2139,0.3068,0.5705,4,5,4,13
CUST000560,Platinum,4,LHR,39.0,M,Business,2021-03-30,45.1,93192,2024-12-29,3,64,12022119.8,187845.62,14237.62,0.75,31,92.5,0.2969,76.56,7.59,4.11,0.7273,22,0.7622,0.6476,0.7576,5,5,5,15
CUST000561,Gold,3,NRT,24.0,M,Economy,2022-07-20,29.4,53939,2024-12-14,18,39,3370907.69,86433.53,5692.02,0.4359,26,79.3,0.4103,71.79,6.91,3.5,0.7273,11,0.3192,0.3962,0.677,4,5,5,14
CUST000562,Bronze,1,LAX,64.0,F,Economy,2023-12-31,12.1,4077,2024-06-17,198,7,172086.92,24583.85,2115.97,0.0,7,90.6,0.2857,85.71,5.33,3.27,0.0,3,0.0273,0.0055,0.4118,1,2,1,4
CUST000563,Silver,2,BKK,62.0,F,Economy,2021-09-26,39.2,21078,2024-11-18,44,12,680677.18,56723.1,2683.69,0.25,11,89.0,0.25,66.67,6.0,4.08,0.5,4,0.0732,0.2865,0.6345,3,3,3,9
CUST000564,Silver,2,HYD,62.0,F,Premium Economy,2021-10-03,39.0,15926,2024-12-02,30,19,1385480.07,72920.0,5642.56,0.3158,17,75.2,0.2105,84.21,6.86,3.41,0.1429,7,0.1372,0.2785,0.521,4,4,4,12
CUST000565,Bronze,1,CDG,41.0,Other,Economy,2023-01-05,23.9,3765,2024-09-14,109,11,444429.94,40402.72,3929.32,0.0909,10,99.1,0.3636,72.73,6.0,2.95,0.25,4,0.0593,0.0666,0.4731,2,3,3,8
CUST000566,Gold,3,BKK,37.0,Other,Economy,2021-07-19,41.5,30561,2024-12-22,10,36,3445129.85,95698.05,6364.24,0.4444,23,79.8,0.3056,86.11,7.33,3.73,0.6667,9,0.3049,0.4279,0.6987,5,5,5,15
CUST000567,Silver,2,AUH,64.0,Other,Business,2021-03-14,45.6,22712,2024-12-26,6,23,1346294.02,58534.52,5418.52,0.1304,17,103.6,0.4348,73.91,7.0,3.5,0.1429,7,0.1584,0.3221,0.5345,5,4,4,13
CUST000568,Bronze,1,BOM,20.0,F,Economy,2020-05-02,56.0,350,2024-11-22,40,4,71327.44,17831.86,716.87,0.0,3,101.8,0.25,75.0,5.33,3.63,0.0,3,0.0068,0.2296,0.4433,4,1,1,6
CUST000569,Bronze,1,ICN,27.0,Other,Economy,2021-04-05,44.9,590,2024-10-08,85,3,80702.86,26900.95,1929.64,0.0,3,78.0,0.3333,100.0,7.0,2.9,0.0,1,0.0015,0.172,0.4462,2,1,1,4
CUST000570,Bronze,1,JNB,33.0,Other,Economy,2023-06-16,18.6,1411,2024-12-25,7,4,107089.49,26772.37,2121.16,0.0,4,103.8,0.5,100.0,6.0,3.3,0.0,2,0.0081,0.0358,0.4412,5,1,1,7
CUST000571,Silver,2,HYD,70.0,M,Economy,2022-02-10,34.7,7067,2024-11-26,36,19,962560.68,50661.09,3879.93,0.2105,14,98.9,0.3158,73.68,7.0,3.76,0.625,8,0.1225,0.2441,0.6777,4,4,3,11
CUST000572,Gold,3,CDG,52.0,M,Economy,2022-02-13,34.6,63868,2024-10-14,79,18,1733432.44,96301.8,6093.76,0.5,15,102.9,0.2222,83.33,7.12,3.69,0.75,8,0.1438,0.4367,0.7077,3,4,4,11
CUST000573,Silver,2,SIN,28.0,Other,Premium Economy,2023-04-03,21.0,12983,2024-12-22,10,21,1283008.27,61095.63,5123.41,0.2381,17,81.2,0.3333,85.71,6.43,3.46,0.5714,7,0.1449,0.1806,0.6153,5,4,4,13
CUST000574,Gold,3,DEL,42.0,M,Business,2023-07-03,18.0,25473,2024-12-10,22,19,2114643.25,111297.01,7655.04,0.4737,19,97.9,0.3684,94.74,6.86,3.76,0.7143,7,0.1627,0.2984,0.6945,4,4,4,12
CUST000575,Bronze,1,MAA,62.0,F,Economy,2022-08-30,28.1,2219,2024-11-17,45,10,870809.87,87080.99,5622.19,0.2,9,85.1,0.2,100.0,7.8,3.88,0.4,5,0.0686,0.0865,0.664,3,3,3,9
CUST000576,Silver,2,ORD,29.0,Other,Economy,2023-12-23,12.3,14869,2024-11-09,53,10,438634.12,43863.41,2591.32,0.0,9,102.2,0.3,100.0,6.5,3.4,0.0,2,0.0535,0.1377,0.47,3,3,2,8
CUST000577,Gold,3,SIN,24.0,Other,Economy,2020-06-28,54.1,39370,2024-12-22,10,40,5274126.55,131853.16,7977.47,0.5,24,81.2,0.175,80.0,7.0,3.99,0.4615,13,0.3913,0.5055,0.657,5,5,5,15
CUST000578,Silver,2,ORD,25.0,M,Economy,2021-12-17,36.5,6412,2024-12-08,24,11,874455.89,79495.99,7493.41,0.2727,9,98.1,0.4545,72.73,6.6,3.58,0.6,5,0.0743,0.2526,0.6397,4,3,3,10
CUST000579,Bronze,1,BOM,57.0,F,Economy,2023-11-03,14.0,429,2024-12-17,15,9,350307.01,38923.0,3850.33,0.1111,8,77.3,0.5556,77.78,5.33,3.1,0.0,3,0.0448,0.0105,0.397,5,2,2,9
CUST000580,Silver,2,ICN,64.0,F,Premium Economy,2022-03-05,33.9,11512,2024-12-20,12,21,1497070.26,71289.06,5854.67,0.3333,16,86.0,0.381,85.71,6.62,3.48,0.375,8,0.1524,0.2459,0.5756,5,4,4,13
CUST000581,Gold,3,JFK,24.0,M,Economy,2020-09-20,51.4,29818,2024-11-05,57,24,2368626.53,98692.77,8262.58,0.4167,21,83.9,0.375,75.0,6.83,3.45,0.6667,6,0.1997,0.4786,0.6543,3,4,4,11
CUST000582,Bronze,1,LAX,31.0,Other,Economy,2022-11-30,25.1,3059,2024-07-12,173,10,291685.57,29168.56,2194.84,0.0,9,91.7,0.2,90.0,5.8,3.24,0.2,5,0.0483,0.072,0.478,1,3,2,6
CUST000583,Silver,2,BOM,39.0,M,Economy,2021-05-23,43.3,14194,2024-09-26,97,11,1041209.95,94655.45,5963.43,0.3636,9,70.6,0.3636,81.82,7.33,4.0,0.6667,3,0.0801,0.2986,0.7224,2,3,4,9
CUST000584,Bronze,1,NBO,74.0,F,Economy,2022-09-18,27.5,1392,2024-03-02,305,5,134274.99,26855.0,1284.04,0.0,4,120.6,0.6,60.0,4.5,2.8,0.5,2,0.0147,0.0822,0.4625,1,1,1,3
CUST000585,Silver,2,ICN,73.0,M,Economy,2021-08-08,40.8,14147,2024-08-31,123,12,842092.66,70174.39,4569.79,0.3333,11,94.8,0.25,100.0,7.2,3.84,0.6,5,0.0788,0.2855,0.6865,2,3,3,8
CUST000586,Gold,3,MAA,32.0,Other,Economy,2021-05-13,43.7,27898,2024-11-09,53,21,2815654.53,134078.79,7109.91,0.4762,17,102.5,0.2381,71.43,6.4,4.08,0.4,5,0.1984,0.4358,0.6255,3,4,5,12
CUST000587,Silver,2,HYD,48.0,Other,Premium Economy,2023-12-07,12.8,7722,2024-08-12,142,20,897948.95,44897.45,2454.09,0.1,14,89.7,0.2,65.0,6.5,3.27,0.1667,6,0.1258,0.1307,0.5003,2,4,3,9
CUST000588,Silver,2,AUH,40.0,F,Premium Economy,2022-04-17,32.5,5521,2024-12-27,5,14,1070347.82,76453.42,7205.84,0.2143,13,91.1,0.4286,85.71,7.2,3.54,0.6,5,0.0981,0.2306,0.6603,5,3,4,12
CUST000589,Gold,3,LAX,19.0,F,Economy,2021-05-26,43.2,49275,2024-10-22,71,29,2391025.68,82449.16,5269.72,0.3793,18,83.2,0.1379,89.66,7.0,3.71,0.6667,9,0.2287,0.4619,0.6838,3,5,4,12
CUST000590,Silver,2,CDG,42.0,Other,Economy,2020-02-02,59.0,18955,2024-08-27,127,18,1122196.63,62344.26,5641.76,0.2222,14,96.3,0.3333,83.33,7.2,4.3,0.8,5,0.1224,0.3869,0.7767,2,4,4,10
CUST000591,Silver,2,BOM,57.0,F,Premium Economy,2021-12-14,36.6,6689,2024-12-20,12,21,1370972.17,65284.39,5471.69,0.2381,14,100.3,0.2857,80.95,6.2,3.54,0.4,5,0.148,0.2535,0.5702,5,4,4,13
CUST000592,Silver,2,NRT,29.0,Other,Economy,2022-08-31,28.1,11708,2024-09-15,108,15,644898.69,42993.25,2388.9,0.2,14,93.8,0.2667,93.33,5.57,3.07,0.1429,7,0.0888,0.2159,0.4396,2,3,3,8
CUST000593,Gold,3,DXB,73.0,Other,Premium Economy,2021-03-06,45.9,48115,2024-12-08,24,35,4092370.19,116924.86,8533.98,0.4571,23,87.4,0.2571,82.86,7.0,3.9,0.7,10,0.3219,0.4745,0.7087,4,5,5,14
CUST000594,Silver,2,LAX,41.0,F,Business,2021-01-07,47.8,9020,2024-08-15,139,22,954930.61,43405.94,2914.52,0.1818,15,74.9,0.5,81.82,6.17,3.37,0.1667,6,0.1391,0.3151,0.4959,2,4,3,9
CUST000595,Bronze,1,BLR,57.0,F,Business,2022-12-31,24.0,3750,2024-11-29,33,10,511565.98,51156.6,1792.59,0.1,8,73.1,0.3,90.0,5.5,3.4,0.0,2,0.056,0.0671,0.43,4,3,3,10
CUST000596,Silver,2,HYD,28.0,F,Economy,2020-06-26,54.2,9931,2024-11-18,44,18,1071657.88,59536.55,4297.17,0.1667,14,110.3,0.3333,77.78,6.29,3.34,0.4286,7,0.1206,0.3498,0.5635,3,4,4,11
CUST000597,Bronze,1,SIN,26.0,F,Premium Economy,2023-11-17,13.5,175,2024-03-09,298,3,88212.65,29404.22,2137.64,0.0,3,122.7,0.0,100.0,7.0,2.9,0.0,1,0.0018,0.0075,0.4462,1,1,1,3
CUST000598,Silver,2,CDG,44.0,Other,Business,2020-02-04,58.9,20930,2024-12-09,23,17,1409153.77,82891.4,6606.57,0.2353,14,94.2,0.2353,82.35,5.2,3.2,0.2,5,0.1268,0.3891,0.4505,4,4,4,12
CUST000599,Gold,3,MAA,37.0,Other,First,2021-04-15,44.6,42039,2024-11-30,32,22,1712374.76,77835.22,6026.24,0.3182,16,88.9,0.4091,86.36,6.12,3.38,0.375,8,0.1656,0.4595,0.5468,4,4,4,12
CUST000600,Platinum,4,LAX,40.0,F,First,2023-01-07,23.8,122783,2024-12-27,5,53,9973374.1,188176.87,14338.53,0.7358,30,99.5,0.3962,81.13,7.82,3.79,0.8824,17,0.6287,0.5763,0.7775,5,5,5,15
CUST000601,Platinum,4,BOM,33.0,M,Business,2021-12-05,36.9,143264,2024-12-28,4,53,8975344.1,169346.12,10336.26,0.8113,33,82.2,0.3774,86.79,7.6,4.33,0.9333,15,0.5938,0.6722,0.8287,5,5,5,15
CUST000602,Bronze,1,SIN,60.0,F,Business,2022-04-24,32.3,3673,2024-09-25,98,3,115279.08,38426.36,2007.9,0.0,3,158.0,0.0,100.0,5.0,2.5,0.0,1,0.0027,0.1104,0.3312,2,1,1,4
CUST000603,Gold,3,LAX,67.0,M,Business,2021-02-26,46.2,73398,2024-12-10,22,33,4108872.99,124511.3,8880.96,0.5455,22,103.8,0.2727,84.85,7.0,3.57,0.5,10,0.3112,0.5101,0.6299,4,5,5,14
CUST000604,Silver,2,ICN,75.0,F,Business,2023-05-16,19.6,19486,2024-12-06,26,20,1379152.96,68957.65,5646.9,0.25,16,92.0,0.2,75.0,6.71,3.6,0.2857,7,0.1426,0.182,0.5673,4,4,4,12
CUST000605,Bronze,1,DEL,25.0,F,Economy,2022-03-04,34.0,1805,2024-12-01,31,11,732039.96,66549.09,3804.58,0.2727,10,78.1,0.1818,72.73,6.0,3.33,0.25,4,0.0693,0.1167,0.5064,4,3,3,10
CUST000606,Bronze,1,LHR,51.0,M,Business,2020-03-27,57.2,684,2024-12-09,23,7,154551.0,22078.71,1567.45,0.0,6,68.7,0.2857,71.43,6.0,3.25,0.0,2,0.0266,0.2363,0.4369,4,2,1,7
CUST000607,Silver,2,NBO,49.0,F,Economy,2021-08-09,40.8,16831,2024-12-30,2,18,984664.91,54703.61,4639.74,0.1667,12,112.7,0.1667,83.33,6.75,3.08,0.25,4,0.1176,0.2891,0.5145,5,4,4,13
CUST000608,Platinum,4,FRA,40.0,F,First,2021-07-06,41.9,265802,2024-12-02,30,38,8274335.25,217745.66,13783.47,0.7632,21,93.8,0.3421,92.11,8.0,4.37,1.0,10,0.4848,0.8632,0.8649,4,5,5,14
CUST000609,Silver,2,JFK,69.0,Other,Economy,2023-07-09,17.8,9573,2024-11-04,58,17,1751817.99,103048.12,10143.57,0.2941,14,100.4,0.2941,88.24,6.25,3.35,0.5,4,0.1388,0.1593,0.5806,3,4,4,11
CUST000610,Gold,3,ICN,39.0,M,Economy,2022-06-21,30.4,51834,2024-12-09,23,40,4350264.78,108756.62,9243.69,0.5,24,84.2,0.225,82.5,7.53,3.86,0.7647,17,0.3591,0.3986,0.7426,4,5,5,14
CUST000611,Bronze,1,DXB,66.0,M,Premium Economy,2023-10-07,14.8,3127,2024-10-25,68,8,223251.67,27906.46,2171.25,0.0,8,81.0,0.625,62.5,5.0,3.2,0.0,2,0.0347,0.0183,0.3925,3,2,2,7
CUST000612,Bronze,1,LAX,53.0,Other,Economy,2020-05-30,55.1,20,2024-11-21,41,10,260621.67,26062.17,1637.61,0.0,9,93.3,0.3,80.0,4.75,2.6,0.0,4,0.0473,0.2244,0.33,3,3,2,8
CUST000613,Gold,3,ORD,44.0,M,First,2022-06-13,30.7,32822,2024-12-16,16,18,2431819.59,135101.09,9816.09,0.6667,15,66.2,0.1111,94.44,7.57,3.76,0.4286,7,0.1681,0.3746,0.6514,5,4,4,13
CUST000614,Silver,2,ICN,65.0,F,Business,2021-05-02,44.0,13451,2024-10-30,63,18,1008018.98,56001.05,3913.44,0.0556,15,83.4,0.2778,77.78,5.14,3.3,0.2857,7,0.1184,0.3013,0.4783,3,4,4,11
CUST000615,Gold,3,DEL,64.0,Other,Business,2022-03-18,33.5,28834,2024-11-14,48,22,2718822.42,123582.84,8473.53,0.6364,17,84.2,0.1818,77.27,7.78,4.03,0.8889,9,0.2007,0.3838,0.7985,3,4,4,11
CUST000616,Bronze,1,LHR,28.0,M,Business,2021-01-12,47.6,2916,2024-12-11,21,5,138544.62,27708.92,1823.36,0.0,5,127.4,0.4,80.0,7.0,3.2,0.0,1,0.0148,0.1892,0.4725,4,1,1,6
CUST000617,Gold,3,CCU,67.0,Other,Business,2022-03-25,33.3,60632,2024-11-24,38,38,2813135.01,74029.87,5614.61,0.3421,24,78.3,0.4211,81.58,7.08,3.89,0.7692,13,0.2941,0.4256,0.7284,4,5,4,13
CUST000618,Bronze,1,ICN,24.0,Other,Economy,2022-06-04,30.9,1177,2023-12-10,388,3,86814.48,28938.16,2281.81,0.0,3,136.0,0.0,66.67,8.0,2.8,0.0,1,0.0017,0.0997,0.4775,1,1,1,3
CUST000619,Bronze,1,DXB,28.0,M,Premium Economy,2020-02-19,58.4,1811,2024-12-03,29,7,189765.22,27109.32,2720.92,0.0,6,81.9,0.1429,100.0,5.0,3.45,0.0,2,0.0279,0.2441,0.4144,4,2,1,7
CUST000620,Silver,2,JFK,62.0,M,Economy,2021-04-24,44.3,8819,2024-10-16,77,9,421472.18,46830.24,1998.92,0.1111,8,106.0,0.4444,88.89,7.5,3.1,0.0,2,0.0472,0.2966,0.4838,3,2,2,7
CUST000621,Silver,2,NBO,70.0,F,Economy,2023-11-04,13.9,10642,2024-10-13,80,9,455025.0,50558.33,4343.04,0.1111,5,118.0,0.4444,66.67,5.33,2.77,0.3333,3,0.0484,0.1404,0.4514,3,2,3,8
CUST000622,Bronze,1,FRA,62.0,M,Economy,2023-05-18,19.5,1066,2024-10-17,76,9,354447.47,39383.05,1902.43,0.1111,8,70.9,0.3333,88.89,6.0,3.58,0.25,4,0.0449,0.0401,0.5282,3,2,2,7
CUST000623,Bronze,1,HYD,20.0,M,Economy,2023-05-03,20.0,4206,2024-08-26,128,7,416951.54,59564.51,2020.55,0.2857,6,106.6,0.2857,100.0,7.0,4.15,1.0,2,0.0358,0.0469,0.8056,2,2,2,6
CUST000624,Gold,3,HYD,66.0,M,Economy,2020-03-29,57.1,38108,2024-12-25,7,20,2292885.4,114644.27,6616.12,0.45,16,75.0,0.25,75.0,6.75,4.1,0.5,4,0.1746,0.5195,0.6663,5,4,4,13
CUST000625,Bronze,1,SIN,55.0,F,Premium Economy,2023-08-15,16.6,4101,2024-11-06,56,11,454140.68,41285.52,4270.45,0.0909,10,104.6,0.4545,72.73,5.5,3.28,0.3333,6,0.0596,0.029,0.5028,3,3,3,9
CUST000626,Platinum,4,DXB,31.0,Other,First,2023-06-13,18.7,265145,2024-12-29,3,67,13668029.07,204000.43,15692.92,0.791,33,88.5,0.2985,83.58,8.32,4.35,0.8947,19,0.8366,0.7412,0.8496,5,5,5,15
CUST000627,Bronze,1,ICN,41.0,Other,Economy,2021-08-16,40.5,879,2024-04-30,246,6,159123.41,26520.57,2216.49,0.0,6,76.3,0.1667,66.67,,,,0,0.0212,0.1494,,1,1,1,3
CUST000628,Silver,2,HYD,66.0,F,Economy,2021-12-23,36.3,9453,2024-09-11,112,21,1310764.84,62417.37,3798.17,0.2381,16,91.4,0.1905,80.95,6.1,3.26,0.3,10,0.1459,0.2557,0.5167,2,4,4,10
CUST000629,Bronze,1,HYD,38.0,F,Economy,2020-02-24,58.2,3743,2024-07-22,163,8,214717.92,26839.74,1565.84,0.0,7,89.8,0.25,75.0,6.0,3.55,0.5,2,0.0344,0.2456,0.5881,1,2,1,4
CUST000630,Gold,3,DXB,72.0,F,Business,2020-03-22,57.4,36750,2024-10-25,68,32,3501159.67,109411.24,7286.2,0.5,23,103.4,0.25,75.0,7.11,3.63,0.6667,9,0.2844,0.5192,0.6812,3,5,5,13
CUST000631,Bronze,1,BLR,51.0,Other,Economy,2023-06-07,18.9,3234,2024-05-08,238,7,227988.25,32569.75,2903.5,0.0,7,81.6,0.4286,71.43,6.33,3.43,0.3333,3,0.0292,0.0398,0.5492,1,2,2,5
CUST000632,Bronze,1,BKK,30.0,Other,Economy,2020-09-27,51.1,3479,2024-10-06,87,11,348620.42,31692.77,2555.21,0.0,8,129.0,0.1818,100.0,6.25,3.7,0.5,4,0.056,0.2082,0.6112,2,3,2,7
CUST000633,Platinum,4,NBO,40.0,F,Premium Economy,2021-06-14,42.6,113633,2024-12-05,27,67,12256902.87,182938.85,10973.04,0.8209,36,90.9,0.2985,85.07,7.48,4.01,0.8095,21,0.7873,0.6621,0.765,4,5,5,14
CUST000634,Bronze,1,MAA,32.0,Other,Economy,2023-11-08,13.8,432,2024-12-14,18,10,365647.91,36564.79,1859.14,0.1,10,55.7,0.4,70.0,7.5,3.65,0.5,2,0.0509,0.0094,0.6569,4,3,2,9
CUST000635,Silver,2,NBO,27.0,F,Economy,2021-05-22,43.4,22037,2024-12-29,3,12,599622.24,49968.52,2637.83,0.1667,10,86.2,0.0833,91.67,9.0,3.9,1.0,2,0.0704,0.3097,0.8638,5,3,3,11
CUST000636,Bronze,1,NRT,50.0,F,Premium Economy,2023-10-29,14.1,4428,2024-10-24,69,10,489915.91,48991.59,2714.48,0.1,9,69.9,0.1,70.0,6.33,3.9,0.6667,3,0.0553,0.0164,0.6736,3,3,3,9
CUST000637,Bronze,1,BKK,46.0,F,Premium Economy,2020-04-21,56.4,294,2023-03-01,672,3,105979.5,35326.5,3773.44,0.0,3,44.7,0.0,66.67,,,,0,0.0024,0.2316,,1,1,1,3
CUST000638,Silver,2,FRA,45.0,M,Economy,2021-04-02,45.0,8584,2024-10-23,70,11,1014861.87,92260.17,5090.97,0.2727,11,88.1,0.2727,45.45,7.0,3.54,0.6,5,0.0792,0.2999,0.6522,3,3,4,10
CUST000639,Gold,3,NRT,48.0,F,First,2021-03-24,45.3,50649,2024-11-24,38,25,2830318.56,113212.74,6096.44,0.56,21,81.4,0.44,80.0,7.14,3.59,0.5714,7,0.2215,0.4748,0.6551,4,4,5,13
CUST000640,Bronze,1,CDG,67.0,F,Premium Economy,2021-12-12,36.7,4837,2024-10-31,62,5,118814.42,23762.88,899.14,0.0,5,80.4,0.6,60.0,4.0,2.5,0.0,1,0.0141,0.1349,0.2913,3,1,1,5
CUST000641,Bronze,1,CDG,66.0,Other,Economy,2022-01-12,35.6,3507,2024-10-01,92,9,353100.74,39233.42,2387.84,0.1111,8,106.2,0.3333,66.67,6.33,3.77,0.3333,3,0.0448,0.1274,0.5789,2,2,2,6
CUST000642,Bronze,1,ICN,59.0,F,Economy,2023-01-19,23.4,536,2024-03-16,291,8,258130.44,32266.31,2237.34,0.0,8,95.5,0.25,100.0,5.5,3.5,0.5,2,0.0359,0.0597,0.5637,1,2,2,5
CUST000643,Silver,2,ICN,60.0,F,Economy,2021-05-15,43.6,13736,2024-12-15,17,15,737732.52,49182.17,2435.13,0.1333,14,102.1,0.2667,86.67,6.6,3.12,0.2,5,0.0921,0.2995,0.4995,4,3,3,10
CUST000644,Silver,2,CDG,54.0,F,Economy,2022-11-06,25.9,8278,2024-07-01,184,19,1090643.92,57402.31,4146.44,0.1579,17,99.9,0.3684,73.68,7.0,3.85,0.25,4,0.1269,0.1998,0.5919,1,4,4,9
CUST000645,Bronze,1,FRA,28.0,Other,Economy,2023-07-31,17.1,3571,2024-07-04,181,3,421704.41,140568.14,10329.07,0.6667,3,102.0,0.0,100.0,9.0,3.7,1.0,1,0.0134,0.0309,0.8463,1,1,2,4
CUST000646,Gold,3,BKK,37.0,Other,Economy,2022-02-11,34.7,31208,2024-11-05,57,32,2872885.67,89777.68,6066.18,0.3438,23,92.5,0.375,87.5,7.6,3.65,0.7,10,0.2624,0.3933,0.7109,3,5,5,13
CUST000647,Gold,3,SIN,45.0,M,Premium Economy,2020-04-13,56.6,44654,2024-11-15,47,37,4079822.25,110265.47,8223.15,0.4054,25,84.4,0.3784,72.97,7.44,3.77,0.5556,9,0.3327,0.5257,0.6789,3,5,5,13
CUST000648,Silver,2,SYD,34.0,Other,Business,2020-01-22,59.3,10917,2024-12-25,7,22,1681377.18,76426.24,5543.8,0.2273,19,93.9,0.2273,86.36,7.14,3.24,0.4286,7,0.1645,0.3777,0.5887,5,4,4,13
CUST000649,Bronze,1,LAX,31.0,Other,Economy,2020-06-27,54.2,4364,2024-10-19,74,9,175840.25,19537.81,1117.02,0.0,8,96.9,0.4444,77.78,6.67,3.23,0.0,3,0.0387,0.2256,0.4619,3,2,1,6
CUST000650,Silver,2,MAA,27.0,M,Economy,2023-08-23,16.3,19266,2024-07-23,162,20,906449.75,45322.49,2886.91,0.1,17,83.6,0.3,80.0,6.0,3.77,0.3333,6,0.1261,0.1645,0.5657,1,4,3,8
CUST000651,Bronze,1,JNB,70.0,F,Economy,2023-05-14,19.6,4925,2024-05-23,223,11,364025.27,33093.21,2091.33,0.0,11,56.9,0.3636,81.82,5.0,3.8,0.0,1,0.0565,0.0458,0.445,1,3,2,6
CUST000652,Platinum,4,NRT,47.0,F,Economy,2022-06-22,30.4,116774,2024-11-25,37,66,14386350.94,217975.01,16160.03,0.9091,31,85.5,0.3636,75.76,7.89,4.26,0.9444,18,0.856,0.6026,0.8369,4,5,5,14
CUST000653,Platinum,4,BOM,29.0,Other,Business,2022-03-30,33.1,97001,2024-11-06,56,58,11568362.89,199454.53,14474.08,0.7759,30,78.4,0.3103,75.86,7.14,3.87,0.8636,22,0.7125,0.5901,0.7526,3,5,5,13
CUST000654,Bronze,1,BLR,75.0,F,Economy,2021-03-13,45.7,1151,2024-08-17,137,9,334154.59,37128.29,1629.95,0.1111,7,103.9,0.2222,88.89,5.67,3.0,0.0,3,0.0442,0.1769,0.4018,2,2,2,6
